text,label,language,category,metadata,source
"QR कोड स्कैन करें और Amazon Pay कैशबैक ₹50,000 प्राप्त करें: cutt.ly/2wR4kLm",1,hi,qr_code,"{""sender"": ""+441946688476"", ""language"": ""hi""}",synthetic_spam
மின்-சாலான் அறிவிப்பு: ₹500 போக்குவரத்து அபராதம். இப்போதே செலுத்துங்கள்: tinyurl.com/yvb89kw,1,ta,govt_impersonation,"{""sender"": ""086666"", ""language"": ""ta""}",synthetic_spam
Hi! Please join us for the wedding ceremony. Download invitation: is.gd/k8mPq2/wedding.apk,1,en,wedding_invitation,"{""sender"": ""+637569300045"", ""language"": ""en""}",synthetic_spam
"Hello Priya, your FEDEX package with tracking code GB-43333920 is waiting for you to set delivery preferences: cutt.ly/2wR4kLm",1,en,shortened_url_bare,"{""sender"": ""+918709943124"", ""language"": ""en""}",synthetic_spam
"EPFO: आपका PF ₹5,000 क्लेम करें। फॉर्म डाउनलोड: cutt.ly/2wR4kLm/epfo.apk",1,hi,govt_impersonation,"{""sender"": ""+443001215700"", ""language"": ""hi""}",synthetic_spam
Your Swiggy order has been delivered. Rate your experience on the app.,0,en,legitimate_delivery,"{""sender"": ""023281"", ""language"": ""en""}",synthetic_ham
कूरियर पार्टनर डिलीवर नहीं कर सका। पता कन्फर्म करें: is.gd/k8mPq2,1,hi,delivery_notification,"{""sender"": ""653159"", ""language"": ""hi""}",synthetic_spam
"Turant loan ₹5,000 tak! Koi document nahi chahiye. App download karo: cutt.ly/2wR4kLm",1,hi_latn,loan_app,"{""sender"": ""VM-YESBAN"", ""language"": ""hi_latn""}",synthetic_spam
Shaadi ka card download karo: tinyurl.com/yvb89kw/invitation.apk Zaroor aana! 💒,1,hi_latn,wedding_invitation,"{""sender"": ""VM-AXIS"", ""language"": ""hi_latn""}",synthetic_spam
Zomato order ruka hai address issue ki wajah se. Verify karo: tinyurl.com/yvb89kw,1,hi_latn,delivery_notification,"{""sender"": ""VM-FEDERA"", ""language"": ""hi_latn""}",synthetic_spam
"ਯਾਰ ਅੱਜ college ਨਹੀਂ ਜਾ ਰਿਹਾ, thoda tired hoon।",0,mixed_script,mixed_language_conversational,"{""sender"": ""+915687405365"", ""language"": ""mixed_script""}",synthetic_ham
"எச்சரிக்கை: உங்கள் IndusInd கணக்கிலிருந்து ₹1,00,000 டெபிட் ஆகியுள்ளது. புகாரளிக்கவும்: shorturl.at/acEG7",1,ta,shortened_url_urgency,"{""sender"": ""noreply@aadhaar-update.site"", ""language"": ""ta""}",synthetic_spam
आपका आधार आपके PAN से सफलतापूर्वक लिंक हो गया है। संदर्भ: LINK-31135103। - UIDAI,0,hi,legitimate_govt,"{""sender"": ""312527"", ""language"": ""hi""}",synthetic_ham
"Transaction alert: ₹2,500 debited from A/C XX7891 at Amazon. Avl Bal: ₹2,500. Not you? Call 1800XXXXXXX",0,en,legitimate_bank_otp,"{""sender"": ""865125"", ""language"": ""en""}",synthetic_ham
"आपके PNB खाते से ₹5,000 डेबिट हुए। अगर यह आपने नहीं किया तो तुरंत अपना खाता सुरक्षित करें। कृपया 24 घंटे के भीतर कार्रवाई करें, नहीं तो खाता बंद हो जाएगा। हमारे प्रतिनिधि को कॉल करें और वेरिफिकेशन प्रक्रिया पूरी करें।",1,hi,callback_only_fraud,"{""sender"": ""+919172025047"", ""language"": ""hi""}",synthetic_spam
"BSNL: Your recharge of ₹2,500 was successful. Validity: 28 days. Data: 1.5GB/day.",0,en,legitimate_promo,"{""sender"": ""338567"", ""language"": ""en""}",synthetic_ham
हां हां हां हां हां हां हां हां हां हां ठीक है बाबा समझ गया।,0,hi,repeated_word_noise,"{""sender"": ""379223"", ""language"": ""hi""}",synthetic_ham
இந்த QR குறியீட்டை ஸ்கேன் செய்து IDBI பாதுகாப்பு ஆப் பதிவிறக்கம் செய்யவும்: rb.gy/x7n3p,1,ta,qr_code,"{""sender"": ""+913088381770"", ""language"": ""ta""}",synthetic_spam
Your driving license renewal application has been received. Track at parivahan.gov.in/DL-57811199,0,en,legitimate_govt,"{""sender"": ""+912241321333"", ""language"": ""en""}",synthetic_ham
"Jio: आपका ₹1,00,000 का रिचार्ज सफल। वैधता: 28 दिन। STOP भेजें अनसब्सक्राइब करने के लिए।",0,hi,legitimate_promo,"{""sender"": ""870382"", ""language"": ""hi""}",synthetic_ham
పెళ్ళి ఆహ్వానం 💒 కార్డ్ డౌన్‌లోడ్ చేయండి: cutt.ly/2wR4kLm/invitation.apk,1,te,wedding_invitation,"{""sender"": ""639300"", ""language"": ""te""}",synthetic_spam
Your Yes Bank KYC expires today. Update now or account will be blocked: shorturl.at/acEG7,1,en,shortened_url_urgency,"{""sender"": ""372780"", ""language"": ""en""}",synthetic_spam
mParivahan: Your driving license has expired. Renew online: is.gd/k8mPq2,1,en,govt_impersonation,"{""sender"": ""008443"", ""language"": ""en""}",synthetic_spam
Your Aadhaar has been successfully linked to your PAN. Reference: LINK-25170035. - UIDAI,0,en,legitimate_govt,"{""sender"": ""282224"", ""language"": ""en""}",synthetic_ham
Courier partner unable to deliver. Confirm your address: tinyurl.com/yvb89kw or order will be returned.,1,en,delivery_notification,"{""sender"": ""+867690849617"", ""language"": ""en""}",synthetic_spam
"உங்கள் IndusInd கணக்கிலிருந்து ₹2,500 டெபிட் ஆனது. இது நீங்கள் செய்யவில்லை என்றால், உடனே உங்கள் கணக்கை பாதுகாக்கவும். எங்கள் பிரதிநிதியை அழைத்து சரிபார்ப்பு செயல்முறையை முடிக்கவும், இல்லையெனில் கணக்கு முடக்கப்படும்.",1,ta,callback_only_fraud,"{""sender"": ""+912796548217"", ""language"": ""ta""}",synthetic_spam
HDFC KYC আপডেট বাধ্যতামূলক। এখনই ডাউনলোড করুন: rb.gy/x7n3p/kyc.apk,1,bn,direct_apk,"{""sender"": ""VM-UNIONB"", ""language"": ""bn""}",synthetic_spam
"माफ करना, गलत नंबर 😊 लेकिन आप अच्छे लग रहे हैं। दोस्ती करेंगे? प्रोफाइल देखें: rb.gy/x7n3p",1,hi,affinity_scam,"{""sender"": ""388793"", ""language"": ""hi""}",synthetic_spam
"ଆପଣଙ୍କ Axis ଖାତାରୁ ₹50,000 ଡେବିଟ ହୋଇଛି। ଏହା ଆପଣ କରିନଥିଲେ, ତୁରନ୍ତ ଆପଣଙ୍କ ଖାତାକୁ ସୁରକ୍ଷିତ କରନ୍ତୁ। ଆମ ପ୍ରତିନିଧିଙ୍କୁ କଲ କରନ୍ତୁ, ନଚେତ ଖାତା ବ୍ଲକ ହେବ।",1,or,callback_only_fraud,"{""sender"": ""+2342214114761"", ""language"": ""or""}",synthetic_spam
शादी का कार्ड खोलें: bit.ly/3xK2mN/wedding.apk आप जरूर आइएगा 🙏,1,hi,wedding_invitation,"{""sender"": ""VM-SBI"", ""language"": ""hi""}",synthetic_spam
Low EMI loans available! Download our trusted app: shorturl.at/acEG7 - instant approval guaranteed,1,en,loan_app,"{""sender"": ""+917692662432"", ""language"": ""en""}",synthetic_spam
"எச்சரிக்கை: உங்கள் Yes Bank கணக்கிலிருந்து ₹5,000 டெபிட் ஆகியுள்ளது. புகாரளிக்கவும்: shorturl.at/acEG7",1,ta,shortened_url_urgency,"{""sender"": ""VM-UNIONB"", ""language"": ""ta""}",synthetic_spam
"🎉 তাৎক্ষণিক ব্যক্তিগত ঋণ ₹1,000 পর্যন্ত! কোনও নথি লাগবে না। অ্যাপ ডাউনলোড: cutt.ly/2wR4kLm",1,bn,loan_app,"{""sender"": ""032282"", ""language"": ""bn""}",synthetic_spam
"IRCTC: Your PNR 64846891 is confirmed. Train: Rajdhani Exp, Date: 15-Mar-2026. Happy journey!",0,en,legitimate_govt,"{""sender"": ""AD-SBI"", ""language"": ""en""}",synthetic_ham
"Congratulations! BOB lucky draw mein ₹50,000 jeete ho! Claim karo: rb.gy/x7n3p",1,hi_latn,financial_reward,"{""sender"": ""357090"", ""language"": ""hi_latn""}",synthetic_spam
పెళ్ళి ఆహ్వానం 💒 కార్డ్ డౌన్‌లోడ్ చేయండి: cutt.ly/2wR4kLm/invitation.apk,1,te,wedding_invitation,"{""sender"": ""+445064540403"", ""language"": ""te""}",synthetic_spam
⚠️ Yes Bank எச்சரிக்கை: புதிய பாதுகாப்பு ஆப்பைப் பதிவிறக்கம் செய்யவும்: https://icici-verify.xyz/app.apk,1,ta,direct_apk,"{""sender"": ""noreply@jio-recharge-offer.top"", ""language"": ""ta""}",synthetic_spam
"Bijli connection aaj kat jayega! Bill ₹5,000 pending hai. Pay karo: is.gd/k8mPq2",1,hi_latn,utility_scam,"{""sender"": ""noreply@irctc-booking.club"", ""language"": ""hi_latn""}",synthetic_spam
UIDAI: আপনার আধার কার্ড আপডেট করুন: bit.ly/3xK2mN,1,bn,govt_impersonation,"{""sender"": ""+912130602262"", ""language"": ""bn""}",synthetic_spam
Low EMI loans available! Download our trusted app: cutt.ly/2wR4kLm - instant approval guaranteed,1,en,loan_app,"{""sender"": ""noreply@icici-verify.xyz"", ""language"": ""en""}",synthetic_spam
yaar mujhe mujhe mujhe mujhe mujhe mujhe mujhe mujhe kuch samajh nahi aa raha aaj,0,hi_latn,repeated_word_noise,"{""sender"": ""AD-ICICI"", ""language"": ""hi_latn""}",synthetic_ham
"आपके BOB खाते के लिए ₹2,500 का प्री-अप्रूव्ड लोन। अभी क्लेम करें: rb.gy/x7n3p/loan.apk",1,hi,loan_app,"{""sender"": ""VM-SBI"", ""language"": ""hi""}",synthetic_spam
"ভাই, আজ রাতে dinner কোথায় করবো? তুমি বলো।",0,mixed_script,mixed_language_conversational,"{""sender"": ""+918889359156"", ""language"": ""mixed_script""}",synthetic_ham
Your IDBI account ending XX4523 has been credited with ₹500. Available balance: ₹500.,0,en,legitimate_bank_otp,"{""sender"": ""814703"", ""language"": ""en""}",synthetic_ham
UIDAI: আপনার আধার কার্ড আপডেট করুন: cutt.ly/2wR4kLm,1,bn,govt_impersonation,"{""sender"": ""212095"", ""language"": ""bn""}",synthetic_spam
ICICI ka naya security app download karo turant: https://sbi-update-kyc.top/secure.apk warna account block,1,hi_latn,direct_apk,"{""sender"": ""VM-CANARA"", ""language"": ""hi_latn""}",synthetic_spam
आपका आधार आपके PAN से सफलतापूर्वक लिंक हो गया है। संदर्भ: LINK-77141216। - UIDAI,0,hi,legitimate_govt,"{""sender"": ""+919811060122"", ""language"": ""hi""}",synthetic_ham
Your package delivery failed. Reschedule here: shorturl.at/acEG7,1,en,delivery_notification,"{""sender"": ""+912864328641"", ""language"": ""en""}",synthetic_spam
🎉 Instant Personal Loan up to ₹500! No documents needed. Download app: cutt.ly/2wR4kLm,1,en,loan_app,"{""sender"": ""+917158580352"", ""language"": ""en""}",synthetic_spam
अरे यार मी मी मी मी मी मी मी मी मी मी मी मी काय बोलू तेच कळत नाही आहे आज.,0,mr,repeated_word_noise,"{""sender"": ""+914064362766"", ""language"": ""mr""}",synthetic_ham
"आपका Google Pay कैशबैक ₹2,500 तैयार है! एक्सपायर होने से पहले क्लेम करें: rb.gy/x7n3p",1,hi,financial_reward,"{""sender"": ""+918411235827"", ""language"": ""hi""}",synthetic_spam
"మీ IDBI ఖాతా నుండి ₹1,00,000 డెబిట్ అయింది. ఇది మీరు చేయకపోతే, వెంటనే మీ ఖాతాను సురక్షితం చేసుకోండి. మా ప్రతినిధికి కాల్ చేసి ధృవీకరణ పూర్తి చేయండి, లేకపోతే ఖాతా బ్లాక్ అవుతుంది.",1,te,callback_only_fraud,"{""sender"": ""VM-YESBAN"", ""language"": ""te""}",synthetic_spam
Scan this QR code to download the new IDBI security app: is.gd/k8mPq2,1,en,qr_code,"{""sender"": ""+919733557002"", ""language"": ""en""}",synthetic_spam
"Get ₹5,000 loan in just 5 minutes! Zero interest for first month. Apply: tinyurl.com/yvb89kw",1,en,loan_app,"{""sender"": ""+916330813140"", ""language"": ""en""}",synthetic_spam
"BSNL: आपका ₹10,000 का रिचार्ज सफल। वैधता: 28 दिन। STOP भेजें अनसब्सक्राइब करने के लिए।",0,hi,legitimate_promo,"{""sender"": ""+914776160712"", ""language"": ""hi""}",synthetic_ham
"ଆପଣଙ୍କ ICICI ଖାତାରୁ ₹50,000 ଡେବିଟ ହୋଇଛି। ଏହା ଆପଣ କରିନଥିଲେ, ତୁରନ୍ତ ଆପଣଙ୍କ ଖାତାକୁ ସୁରକ୍ଷିତ କରନ୍ତୁ। ଆମ ପ୍ରତିନିଧିଙ୍କୁ କଲ କରନ୍ତୁ, ନଚେତ ଖାତା ବ୍ଲକ ହେବ।",1,or,callback_only_fraud,"{""sender"": ""+636672355012"", ""language"": ""or""}",synthetic_spam
गैस कनेक्शन कटौती नोटिस। बकाया: ₹500। तुरंत भुगतान करें: tinyurl.com/yvb89kw,1,hi,utility_scam,"{""sender"": ""+910525075381"", ""language"": ""hi""}",synthetic_spam
"Dear Customer, unusual activity detected on your Axis account. Please act within 24 hours or your account will be suspended. Contact our helpline and our representative will assist with verification.",1,en,callback_only_fraud,"{""sender"": ""241121"", ""language"": ""en""}",synthetic_spam
"Federal Bank Free Msg: Your bill is paid. Thanks, here's a little gift for you: rb.gy/x7n3p",1,en,shortened_url_bare,"{""sender"": ""+917978009230"", ""language"": ""en""}",synthetic_spam
Bhai Pooja ki shaadi hai. Invitation card dekh: is.gd/k8mPq2/wedding.apk,1,hi_latn,wedding_invitation,"{""sender"": ""noreply@icici-verify.xyz"", ""language"": ""hi_latn""}",synthetic_spam
Neha और Priya की शादी में आप सादर आमंत्रित हैं। कार्ड डाउनलोड करें: tinyurl.com/yvb89kw/card.apk,1,hi,wedding_invitation,"{""sender"": ""079174"", ""language"": ""hi""}",synthetic_spam
"ನಿಮ್ಮ Union Bank ಖಾತೆಯಿಂದ ₹500 ಡೆಬಿಟ್ ಆಗಿದೆ. ಇದನ್ನು ನೀವು ಮಾಡದಿದ್ದರೆ, ತಕ್ಷಣ ನಿಮ್ಮ ಖಾತೆಯನ್ನು ಸುರಕ್ಷಿತಗೊಳಿಸಿ. ನಮ್ಮ ಪ್ರತಿನಿಧಿಗೆ ಕರೆ ಮಾಡಿ, ಇಲ್ಲದಿದ್ದರೆ ಖಾತೆ ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತದೆ.",1,kn,callback_only_fraud,"{""sender"": ""VM-SBI"", ""language"": ""kn""}",synthetic_spam
"आपका Amazon Pay कैशबैक ₹1,00,000 तैयार है! एक्सपायर होने से पहले क्लेम करें: is.gd/k8mPq2",1,hi,financial_reward,"{""sender"": ""+862593203027"", ""language"": ""hi""}",synthetic_spam
"Congratulations! You have won a cash prize of ₹2,500. Claim now at cutt.ly/2wR4kLm before it expires.",1,en,shortened_url_bare,"{""sender"": ""010168"", ""language"": ""en""}",synthetic_spam
"ଆପଣଙ୍କ Federal Bank ଖାତାରୁ ₹5,000 ଡେବିଟ ହୋଇଛି। ଏହା ଆପଣ କରିନଥିଲେ, ତୁରନ୍ତ ଆପଣଙ୍କ ଖାତାକୁ ସୁରକ୍ଷିତ କରନ୍ତୁ। ଆମ ପ୍ରତିନିଧିଙ୍କୁ କଲ କରନ୍ତୁ, ନଚେତ ଖାତା ବ୍ଲକ ହେବ।",1,or,callback_only_fraud,"{""sender"": ""noreply@epfo-claim-status.online"", ""language"": ""or""}",synthetic_spam
"Your Cred cashback of ₹2,500 is ready! Claim before it expires: cutt.ly/2wR4kLm",1,en,financial_reward,"{""sender"": ""+865156358697"", ""language"": ""en""}",synthetic_spam
Swiggy: आपका पार्सल आज डिलीवर होगा। धन्यवाद!,0,hi,legitimate_delivery,"{""sender"": ""303822"", ""language"": ""hi""}",synthetic_ham
Delivery fail ho gayi. Reschedule karo: is.gd/k8mPq2,1,hi_latn,delivery_notification,"{""sender"": ""967477"", ""language"": ""hi_latn""}",synthetic_spam
शादी का कार्ड खोलें: shorturl.at/acEG7/wedding.apk आप जरूर आइएगा 🙏,1,hi,wedding_invitation,"{""sender"": ""+446395930340"", ""language"": ""hi""}",synthetic_spam
"Get ₹1,000 loan in just 5 minutes! Zero interest for first month. Apply: cutt.ly/2wR4kLm",1,en,loan_app,"{""sender"": ""noreply@jio-recharge-offer.top"", ""language"": ""en""}",synthetic_spam
Can you pick up milk on the way home? Thanks!,0,en,personal_messages,"{""sender"": ""098376"", ""language"": ""en""}",synthetic_ham
Your Amazon order #58305773 is out for delivery. Track: fkrt.it/q2mN9,0,en,legitimate_delivery,"{""sender"": ""449661"", ""language"": ""en""}",synthetic_ham
"সন্ধ্যায় বাজারে যাচ্ছি, তোমার জন্য কিছু আনবো কি?",0,mixed_script,mixed_language_conversational,"{""sender"": ""+916280917001"", ""language"": ""mixed_script""}",synthetic_ham
आपका Swiggy ऑर्डर #ORD-80625315 शिप हो गया है। ट्रैक करें: irctc.co.in,0,hi,legitimate_delivery,"{""sender"": ""062340"", ""language"": ""hi""}",synthetic_ham
Happy Birthday bhai! 🎂 Bahut bahut badhai!,0,hi_latn,personal_messages,"{""sender"": ""+911711831405"", ""language"": ""hi_latn""}",synthetic_ham
పెళ్ళి ఆహ్వానం 💒 కార్డ్ డౌన్‌లోడ్ చేయండి: bit.ly/3xK2mN/invitation.apk,1,te,wedding_invitation,"{""sender"": ""+918520942708"", ""language"": ""te""}",synthetic_spam
Happy Birthday bhai! 🎂 Bahut bahut badhai!,0,hi_latn,personal_messages,"{""sender"": ""217068"", ""language"": ""hi_latn""}",synthetic_ham
Zomato ऑर्डर अपडेट: पता समस्या के कारण पार्सल रुका। वेरीफाई करें: shorturl.at/acEG7,1,hi,delivery_notification,"{""sender"": ""VM-SBI"", ""language"": ""hi""}",synthetic_spam
कूरियर पार्टनर डिलीवर नहीं कर सका। पता कन्फर्म करें: cutt.ly/2wR4kLm,1,hi,delivery_notification,"{""sender"": ""VM-PNB"", ""language"": ""hi""}",synthetic_spam
"माफ करना, गलत नंबर 😊 लेकिन आप अच्छे लग रहे हैं। दोस्ती करेंगे? प्रोफाइल देखें: shorturl.at/acEG7",1,hi,affinity_scam,"{""sender"": ""VM-PNB"", ""language"": ""hi""}",synthetic_spam
"आपके Axis खाते से ₹5,000 डेबिट हुए। अगर यह आपने नहीं किया तो तुरंत अपना खाता सुरक्षित करें। कृपया 24 घंटे के भीतर कार्रवाई करें, नहीं तो खाता बंद हो जाएगा। हमारे प्रतिनिधि को कॉल करें और वेरिफिकेशन प्रक्रिया पूरी करें।",1,hi,callback_only_fraud,"{""sender"": ""+911077291616"", ""language"": ""hi""}",synthetic_spam
పెళ్ళి ఆహ్వానం 💒 కార్డ్ డౌన్‌లోడ్ చేయండి: cutt.ly/2wR4kLm/invitation.apk,1,te,wedding_invitation,"{""sender"": ""+919361600777"", ""language"": ""te""}",synthetic_spam
IDBI KYC aaj expire ho raha hai. Jaldi update kar: rb.gy/x7n3p warna account band,1,hi_latn,shortened_url_urgency,"{""sender"": ""VM-HDFC"", ""language"": ""hi_latn""}",synthetic_spam
⚠️ Federal Bank Alert: Install the new security app to protect your account. Download: shorturl.at/acEG7/secure.apk,1,en,direct_apk,"{""sender"": ""noreply@paytm-cashback-claim.cc"", ""language"": ""en""}",synthetic_spam
Zomato सेल! इलेक्ट्रॉनिक्स पर 70% तक की छूट। Zomato ऐप पर शॉप करें। STOP लिखकर भेजें ऑप्ट-आउट के लिए।,0,hi,legitimate_promo,"{""sender"": ""AD-YESBAN"", ""language"": ""hi""}",synthetic_ham
Flipkart ऑर्डर अपडेट: पता समस्या के कारण पार्सल रुका। वेरीफाई करें: rb.gy/x7n3p,1,hi,delivery_notification,"{""sender"": ""VM-KOTAK"", ""language"": ""hi""}",synthetic_spam
Meesho order ruka hai address issue ki wajah se. Verify karo: rb.gy/x7n3p,1,hi_latn,delivery_notification,"{""sender"": ""+866465522987"", ""language"": ""hi_latn""}",synthetic_spam
"آپ کے Axis اکاؤنٹ سے ₹2,500 ڈیبٹ ہوئے ہیں۔ اگر یہ آپ نے نہیں کیا تو ابھی اپنا اکاؤنٹ محفوظ بنائیں۔ براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ ہمارے نمائندے کو کال کریں اور تصدیقی عمل مکمل کریں۔",1,ur,callback_only_fraud,"{""sender"": ""VM-UNIONB"", ""language"": ""ur""}",synthetic_spam
क्या तुम आज रात पार्टी में आ रहे हो? बताना!,0,hi,personal_messages,"{""sender"": ""AD-AXIS"", ""language"": ""hi""}",synthetic_ham
"Hey, are you coming to the party tonight? Let me know!",0,en,personal_messages,"{""sender"": ""+919524635722"", ""language"": ""en""}",synthetic_ham
आपका आधार आपके PAN से सफलतापूर्वक लिंक हो गया है। संदर्भ: LINK-13503318। - UIDAI,0,hi,legitimate_govt,"{""sender"": ""035594"", ""language"": ""hi""}",synthetic_ham
mParivahan: Your driving license has expired. Renew online: is.gd/k8mPq2,1,en,govt_impersonation,"{""sender"": ""+910377192055"", ""language"": ""en""}",synthetic_spam
"Sirf 5 minute mein ₹5,000 loan approved! Download: cutt.ly/2wR4kLm/loan-app.apk",1,hi_latn,loan_app,"{""sender"": ""+918912819872"", ""language"": ""hi_latn""}",synthetic_spam
"Hi grandpa, I've been in a car accident and need bail money urgently. Please send ₹2,500 via: rb.gy/x7n3p",1,en,affinity_scam,"{""sender"": ""VM-CANARA"", ""language"": ""en""}",synthetic_spam
"Scan QR to receive your Paytm cashback of ₹5,000: shorturl.at/acEG7",1,en,qr_code,"{""sender"": ""+910940759160"", ""language"": ""en""}",synthetic_spam
"ई-चालान नोटिस: ₹10,000 का अवैतनिक ट्रैफिक जुर्माना। अभी भुगतान करें: rb.gy/x7n3p",1,hi,govt_impersonation,"{""sender"": ""VM-CANARA"", ""language"": ""hi""}",synthetic_spam
இந்த QR குறியீட்டை ஸ்கேன் செய்து ICICI பாதுகாப்பு ஆப் பதிவிறக்கம் செய்யவும்: bit.ly/3xK2mN,1,ta,qr_code,"{""sender"": ""noreply@e-challan-pay.icu"", ""language"": ""ta""}",synthetic_spam
Unauthorized login detected on your Kotak account. Secure it now: cutt.ly/2wR4kLm,1,en,shortened_url_urgency,"{""sender"": ""VM-AXIS"", ""language"": ""en""}",synthetic_spam
UIDAI: আপনার আধার কার্ড আপডেট করুন: rb.gy/x7n3p,1,bn,govt_impersonation,"{""sender"": ""noreply@axis-netbanking.fun"", ""language"": ""bn""}",synthetic_spam
UIDAI Alert: Your Aadhaar card needs immediate update. Complete here: cutt.ly/2wR4kLm,1,en,govt_impersonation,"{""sender"": ""864950"", ""language"": ""en""}",synthetic_spam
"8621 is your OTP for IDBI transaction of ₹2,500. Valid for 5 minutes. Do not share with anyone. - IDBI",0,en,legitimate_bank_otp,"{""sender"": ""+917863206468"", ""language"": ""en""}",synthetic_ham
Delivery attempt failed. Track your parcel and reschedule: tinyurl.com/yvb89kw,1,en,delivery_notification,"{""sender"": ""056563"", ""language"": ""en""}",synthetic_spam
जन्मदिन मुबारक! 🎂 ढेर सारी शुभकामनाएं!,0,hi,personal_messages,"{""sender"": ""AD-ICICI"", ""language"": ""hi""}",synthetic_ham
"Bhai kal exam hai, थोड़ा जल्दी सो जा आज।",0,mixed_script,mixed_language_conversational,"{""sender"": ""571469"", ""language"": ""mixed_script""}",synthetic_ham
Vijay এবং Amit এর বিয়ের অনুষ্ঠানে আপনাকে আমন্ত্রণ। কার্ড ডাউনলোড: is.gd/k8mPq2/card.apk,1,bn,wedding_invitation,"{""sender"": ""828948"", ""language"": ""bn""}",synthetic_spam
"ਤੁਹਾਡੇ Axis ਖਾਤੇ ਵਿੱਚੋਂ ₹50,000 ਡੈਬਿਟ ਹੋਏ ਹਨ। ਜੇ ਇਹ ਤੁਸੀਂ ਨਹੀਂ ਕੀਤਾ, ਤਾਂ ਹੁਣੇ ਆਪਣਾ ਖਾਤਾ ਸੁਰੱਖਿਅਤ ਕਰੋ। ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਸਾਡੇ ਨੁਮਾਇੰਦੇ ਨੂੰ ਕਾਲ ਕਰੋ ਅਤੇ ਤਸਦੀਕ ਪ੍ਰਕਿਰਿਆ ਪੂਰੀ ਕਰੋ।",1,pa,callback_only_fraud,"{""sender"": ""noreply@hdfc-secure-login.icu"", ""language"": ""pa""}",synthetic_spam
Myntra: Your order has shipped and will arrive soon. Track: fkrt.it/q2mN9,0,en,legitimate_delivery,"{""sender"": ""299060"", ""language"": ""en""}",synthetic_ham
Sunita और Sunita की शादी में आप सादर आमंत्रित हैं। कार्ड डाउनलोड करें: shorturl.at/acEG7/card.apk,1,hi,wedding_invitation,"{""sender"": ""042613"", ""language"": ""hi""}",synthetic_spam
"எச்சரிக்கை: உங்கள் Federal Bank கணக்கிலிருந்து ₹1,000 டெபிட் ஆகியுள்ளது. புகாரளிக்கவும்: tinyurl.com/yvb89kw",1,ta,shortened_url_urgency,"{""sender"": ""711309"", ""language"": ""ta""}",synthetic_spam
এই QR কোড স্ক্যান করে Yes Bank নিরাপত্তা অ্যাপ ডাউনলোড করুন: is.gd/k8mPq2,1,bn,qr_code,"{""sender"": ""+632211477264"", ""language"": ""bn""}",synthetic_spam
Airtel: आपका ₹500 का रिचार्ज सफल। वैधता: 28 दिन। STOP भेजें अनसब्सक्राइब करने के लिए।,0,hi,legitimate_promo,"{""sender"": ""769976"", ""language"": ""hi""}",synthetic_ham
Your Amazon Pay account is under review. Complete verification: rb.gy/x7n3p within 24 hours.,1,en,shortened_url_urgency,"{""sender"": ""+916510099135"", ""language"": ""en""}",synthetic_spam
"5 मिनट में ₹5,000 लोन! पहले महीने जीरो ब्याज। अप्लाई करें: tinyurl.com/yvb89kw",1,hi,loan_app,"{""sender"": ""186110"", ""language"": ""hi""}",synthetic_spam
"दादाजी, मेरा एक्सीडेंट हो गया है। तुरंत ₹500 भेजो: rb.gy/x7n3p",1,hi,affinity_scam,"{""sender"": ""+864296375069"", ""language"": ""hi""}",synthetic_spam
Complete your IndusInd KYC by scanning this QR code: cutt.ly/2wR4kLm - mandatory for all customers,1,en,qr_code,"{""sender"": ""VM-CANARA"", ""language"": ""en""}",synthetic_spam
"Pre-approved loan of ₹1,000 for your Kotak account. Claim now: is.gd/k8mPq2/loan-app.apk",1,en,loan_app,"{""sender"": ""VM-INDUSI"", ""language"": ""en""}",synthetic_spam
BOB KYC aaj expire ho raha hai. Jaldi update kar: bit.ly/3xK2mN warna account band,1,hi_latn,shortened_url_urgency,"{""sender"": ""316284"", ""language"": ""hi_latn""}",synthetic_spam
"Tere Axis account se ₹2,500 debit hua hai. Agar tune nahi kiya to abhi apna account secure kar. 24 ghante mein action lo warna account block ho jayega. Hamare representative ko call karo verification ke liye.",1,hi_latn,callback_only_fraud,"{""sender"": ""+917541257571"", ""language"": ""hi_latn""}",synthetic_spam
Wedding Invitation: Rajesh & Meena's wedding on 15th March. View card: cutt.ly/2wR4kLm/card.apk,1,en,wedding_invitation,"{""sender"": ""+919571461799"", ""language"": ""en""}",synthetic_spam
"To verify your Jio SIM, scan this QR code and install the verification app: is.gd/k8mPq2",1,en,qr_code,"{""sender"": ""noreply@jio-recharge-offer.top"", ""language"": ""en""}",synthetic_spam
ALERT: Your BOB account has been compromised! Verify immediately: rb.gy/x7n3p,1,en,shortened_url_urgency,"{""sender"": ""+919474268744"", ""language"": ""en""}",synthetic_spam
"Dear Customer, unusual activity detected on your Kotak account. Please act within 24 hours or your account will be suspended. Contact our helpline and our representative will assist with verification.",1,en,callback_only_fraud,"{""sender"": ""223941"", ""language"": ""en""}",synthetic_spam
