id,text,label,subtype,category,language,delivery_mode,brand_used,sender_id,source
4094,"Your DTDC Courier parcel with tracking code GB-6668-H40 could not be delivered due to incomplete address.
براہ کرم آج ہی اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔
Click and open the pdf file below and check your details.
[Forwarded] DTDC_Parcel.apk  14 MB . APK",spam,apk_fraud,courier,ur,pdf_then_apk,DTDC Courier,+91 8800XXXX12,synthetic_v2
4095,"Namaste Customer, Aapka BlueDart parcel tracking GB-7705-D80 address adhura hone ki wajah se deliver nahi ho paya. Kripya 24 ghante ke andar action le, warna aapka account block ho jayega. Attached file check kare aur use khol kar aage badhe.
[Forwarded] BlueDart_Track.apk  14 MB . APK",spam,apk_fraud,courier,hg,attached_file_no_link,BlueDart,+91 7700XXXX45,synthetic_v2
4096,ہم نے &lt؛#&gt؛ ڈالر ہا ہا ہا,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4097,"INR 750 was debited from your Paytm Payments Bank account. If this was not done by you, secure your account now.
براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔
There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process.
[Forwarded] Paytm_Secure.apk",spam,apk_fraud,bank_alert,ur,no_explicit_app_word,Paytm Payments Bank,VK-UPIRWD,synthetic_v2
4098,"ਇਸ ਲਈ ਇਸ ਲਈ ਇਸ ਨੂੰ ਕਹਿੰਦਾ ਹੈ ਪਸੰਦ ਹੈ, bcoz U don't force yourself, U just fall and U know there's smeone to hold U... BSLVYL",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4099,ਤੁਹਾਨੂੰ ਆਪਣੇ ਮੋਬਾਈਲ ਤੇ pic msgs ਪ੍ਰਾਪਤ ਕਰ ਸਕਦੇ ਹੋ?,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4100,"Aapka PNB KYC expire ho gaya hai aur dobara verify karna zaroori hai. 24 ghante ke andar jawab de, nahi to aapka account block ho jayega. Niche diye link se app install kare.
pnb-ekyc-verify.xyz
PNB_eKYC.apk",spam,apk_fraud,bank_kyc,hg,link_apk,PNB,+91 8800XXXX12,synthetic_v2
4101,"Your electricity bill of Rs 2000 with Power Distribution Co is pending.
অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
নিচের পিডিএফ ফাইলটি খুলে আপনার বিবরণ পরীক্ষা করুন।
[ফরওয়ার্ড করা হয়েছে] PowerPay_App.apk  14 MB . APK",spam,apk_fraud,electricity,bn,pdf_then_apk,Power Distribution Co,+91 7700XXXX45,synthetic_v2
4102,أو سألتهم جميعاً إذا كان في الساعة التالية لا يمكن أن يفعل ذلك، وإذا كان جميعاً يمكن أن يفعل ذلك فأنا بخير.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4103,محترم گاہک، Congratulations! You are eligible for a pre-approved offer of Rs 750 from HR Recruitment Cell. براہ کرم 24 گھنٹوں کے اندر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔ نیچے دیے گئے لنک سے ایپ انسٹال کریں۔ job-portal-apply.tk Job_Portal.apk,spam,apk_fraud,loan_job,ur,link_apk,HR Recruitment Cell,VK-RTOGOV,synthetic_v2
4104,"Dear User, Income Tax Department: You are eligible for a refund of Rs 500. Kindly respond right now to avoid penalty, otherwise legal action will be taken against you. Click and open the pdf file below and check your details.
[Forwarded] TaxRefund_IT.apk  14 MB . APK",spam,apk_fraud,govt_refund,en,pdf_then_apk,Income Tax Department,VM-WHATSP,synthetic_v2
4105,CONGRATULATIONS! You have won a cash prize of Rs 50000.. Claim now at e5nbu.xyz/claim before it expires.,spam,link_fraud,prize_link,en,link_only,,JD-ITAXRF,synthetic_v2
4106,"প্রিয় গ্রাহক,
Income Tax Dept e-Filing: You are eligible for a refund of Rs 50000.
অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন।
[ফরওয়ার্ড করা হয়েছে] IT_Refund_Portal.apk  14 MB . APK",spam,apk_fraud,govt_refund,bn,attached_file_no_link,Income Tax Dept e-Filing,+91 8800XXXX12,synthetic_v2
4107,"मला वाटत आहे की, देवाने मला तेथेच पकडले आहे.",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4108,हाँ बस गपशप और क्लिक करें दोस्त सूची. फिर सूची बनाने के लिए आसान है पाई के रूप में आसान.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4109,"Dear Customer, Your PNB KYC has expired and needs re-verification. Please act immediately or you will lose this offer. Click and open the pdf file below and check your details.
[Forwarded] PNB_eKYC.apk  14 MB . APK",spam,apk_fraud,bank_kyc,en,pdf_then_apk,PNB,AD-ICICIB,synthetic_v2
4110,ہم ایک بچہ بن سکتے ہیں میں yo tho,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4111,"শ্রদ্ধেয় গ্রাহক,
Income Tax Department: You are eligible for a refund of Rs 500.
অনুগ্রহ করে ২৪ ঘন্টার মধ্যে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে।
অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন।
[ফরওয়ার্ড করা হয়েছে] TaxRefund_IT.apk  14 MB . APK",spam,apk_fraud,govt_refund,bn,attached_file_no_link,Income Tax Department,AX-PWRBIL,synthetic_v2
4112,Your OTP for a transaction of INR 500 is 6932. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VK-RTOGOV,synthetic_v2
4113,"आदरणीय ग्राहक,
INR 750 was debited from your ICICI Bank account. If this was not done by you, secure your account now.
कृपया त्वरित कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
कृपया संलग्न फाईल तपासा आणि पुढे जाण्यासाठी ती उघडा.
[फॉरवर्ड केलेले] ICICI_Verify.apk  14 MB . APK",spam,apk_fraud,bank_alert,mr,attached_file_no_link,ICICI Bank,JD-ITAXRF,synthetic_v2
4114,"প্রিয় গ্রাহক,
অভিনন্দন! QuickLoan Finance থেকে 5000 টাকার প্রাক-অনুমোদিত অফারের জন্য আপনি যোগ্য।
অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,loan_job,bn,vishing_callback,QuickLoan Finance,INFO-GOVT,synthetic_v2
4115,"आदरणीय ग्राहक,
तुमच्या वाहनावर वाहतूक नियम उल्लंघन नोंदवले गेले आहे. दंड रक्कम: रु 500. चलन क्रमांक: CH16318342.
कृपया आजच कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
कृपया संलग्न फाईल तपासा आणि पुढे जाण्यासाठी ती उघडा.
[फॉरवर्ड केलेले] eChallan_Pay.apk  14 MB . APK",spam,apk_fraud,rto_challan,mr,attached_file_no_link,e-Challan Dept,AD-ICICIB,synthetic_v2
4116,"आणि मी सुर्ता त्याला काही वेळा उघडली आहे, म्हणून मी त्याला ब्लॅकच्या बाहेर पाठवणार नाही.",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4117,"HELLO Vikram, your FEDEX package with tracking code GB-1032-C91 is waiting for you to set delivery preferences: e3fmr.info/track",spam,link_fraud,fake_delivery_link,en,link_only,,AD-ICICIB,synthetic_v2
4118,"Namaste Customer, Aapke Paytm Payments Bank account se Rs 5000 debit hua hai. Agar yeh aapne nahi kiya to account secure kare. Kripya aaj hi action le, warna aapka account block ho jayega. Niche di gayi pdf file kholkar apni details check kare.
[Forwarded] Paytm_Secure.apk  14 MB . APK",spam,apk_fraud,bank_alert,hg,pdf_then_apk,Paytm Payments Bank,AD-ICICIB,synthetic_v2
4119,Your OTP for a transaction of INR 750 is 3170. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VM-WHATSP,synthetic_v2
4120,"Hello Suresh, your FEDEX package with tracking code GB-7530-B82 is waiting for you to set delivery preferences: e5nbu.xyz/claim",spam,link_fraud,fake_delivery_link,en,link_only,,VK-UPIRWD,synthetic_v2
4121,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4122,"Aapka Power Distribution Co bijli bill Rs 25000 pending hai. turant jawab de, nahi to connection cut ho jayega. Niche di gayi pdf file kholkar apni details check kare.
[Forwarded] PowerPay_App.apk  14 MB . APK",spam,apk_fraud,electricity,hg,pdf_then_apk,Power Distribution Co,VK-LOANAP,synthetic_v2
4123,کیا آپ کو ایک اچھا دن تھا؟ میری واقعی مشغول تھا کیا آپ بہت سے فردا کی رات تک ہیں؟,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4124,"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ ,
You have received a cashback of Rs 200 from UPI Rewards.
ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ।
Scan teh QR code attached to this message to complete verification instantly.",spam,apk_fraud,upi_cashback,pa,qr_code,UPI Rewards,JD-ITAXRF,synthetic_v2
4125,"आपका ICICI Bank केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है।
कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें।
[अग्रेषित] ICICI_Verify.apk  14 MB . APK",spam,apk_fraud,bank_kyc,hi,attached_file_no_link,ICICI Bank,AX-PWRBIL,synthetic_v2
4126,"Dear Sir/Madam, Disney+ Hotstar: Your membership has expired. Please act before midnight or your account will be blocked. Click and open the pdf file below and check your details.
[Forwarded] Hotstar_Renew.apk  14 MB . APK",spam,apk_fraud,ott_subscription,en,pdf_then_apk,Disney+ Hotstar,VK-INDPST,synthetic_v2
4127,"Attention Customer, INR 50000 was debited from your SBI account. If this was not done by you, secure your account now. Please act before midnight or your account will be blocked. Click the link below and install the app to proceed.
sbi-secure-update.in
SBI_Secure.apk",spam,apk_fraud,bank_alert,en,link_apk,SBI,+91 7700XXXX45,synthetic_v2
4128,"ਇਹ ਵੀ ਚੈਟ ਸ਼ਾਨਦਾਰ ਹੈ, ਪਰ ਤੁਹਾਨੂੰ ਇਸ ਨੂੰ ਨੈੱਟਵਰਕ ਨਾ ਕਰ ਸਕਦੇ ਹੋ, ਪਰ ਤੁਹਾਨੂੰ ਇਸ ਨੂੰ ਨੈੱਟਵਰਕ ਨਾ ਕਰ ਸਕਦੇ ਹੋ",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4129,"ਪਿਆਰੇ ਗਾਹਕ , Your electricity bill of Rs 1000 with Power Distribution Co is pending. ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਕਿਰਪਾ ਕਰਕੇ ਨੱਥੀ ਫਾਈਲ ਦੇਖੋ ਅਤੇ ਅੱਗੇ ਵਧਣ ਲਈ ਇਸਨੂੰ ਖੋਲ੍ਹੋ। [ਅੱਗੇ ਭੇਜਿਆ] PowerPay_App.apk 14 MB . APK",spam,apk_fraud,electricity,pa,attached_file_no_link,Power Distribution Co,+91 7700XXXX45,synthetic_v2
4130,Badhai ho! Aapne Rs 750 ka prize jeeta hai. Abhi claim kare cutt.ly/fakeapp par warna offer khatam ho jayega.,spam,link_fraud,prize_link,hg,link_only,,VK-RTOGOV,synthetic_v2
4131,Badhai ho! Aapne Rs 500 ka prize jeeta hai. Abhi claim kare bedy13.com/update par warna offer khatam ho jayega.,spam,link_fraud,prize_link,hg,link_only,,VM-WHATSP,synthetic_v2
4132,"Netflix: Your membership has expired.
कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
netflix-update-app.xyz
Netflix_Update.apk",spam,apk_fraud,ott_subscription,hi,link_apk,Netflix,VK-UPIRWD,synthetic_v2
4133,"Your WhatsApp account will be suspended due to unusual login activity. Please act today itself or your service will be suspended permanently. Please check the attached file for full details and open it to proceed.
[Forwarded] WhatsApp_Verify.apk  14 MB . APK",spam,apk_fraud,security_verify,en,attached_file_no_link,WhatsApp,VM-SBIBNK,synthetic_v2
4134,"प्रिय ग्राहक,
Your electricity bill of Rs 1000 with Power Distribution Co is pending.
कृपया त्वरित कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process.
[Forwarded] ",spam,apk_fraud,electricity,mr,no_explicit_app_word,Power Distribution Co,VK-LOANAP,synthetic_v2
4135,السنة الجديدة سعيدة أخي العزيز.أنا حقا أفتقدك.فقط حصلت على رقمك وقررت أن أرسل لك هذا النص أتمنى لك فقط السعادة.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4136,"प्रिय ग्राहक,
आपका DTDC Courier पार्सल ट्रैकिंग कोड GB-3291-A38 अधूरे पते के कारण वितरित नहीं किया जा सका।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें।
[अग्रेषित] DTDC_Parcel.apk  14 MB . APK",spam,apk_fraud,courier,hi,pdf_then_apk,DTDC Courier,VM-WHATSP,synthetic_v2
4137,"Hello Rajesh, your FEDEX package with tracking code GB-1061-G56 is waiting for you to set delivery preferences: tinyurl.com/y8mfraud",spam,link_fraud,fake_delivery_link,en,link_only,,VM-WHATSP,synthetic_v2
4138,"ओह वाह, हे समलैंगिक आहेत. firmware update help",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4139,"Income Tax Department: Aapko Rs 2000 ka refund milne wala hai. Kripya turant action le, warna connection cut ho jayega. Attached file check kare aur use khol kar aage badhe.
[Forwarded] TaxRefund_IT.apk  14 MB . APK",spam,apk_fraud,govt_refund,hg,attached_file_no_link,Income Tax Department,AD-ICICIB,synthetic_v2
4140,"Dear Customer, Netflix: Your membership has expired. Kindly respond immediately, otherwise your service will be suspended permanently. Please check the attached file for full details and open it to proceed.
[Forwarded] Netflix_Update.apk  14 MB . APK",spam,apk_fraud,ott_subscription,en,attached_file_no_link,Netflix,+91 8800XXXX12,synthetic_v2
4141,"You have received a cashback of Rs 1000 from PhonePe Rewards.
ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,upi_cashback,pa,vishing_callback,PhonePe Rewards,VK-LOANAP,synthetic_v2
4142,"Namaste Customer, Income Tax Dept e-Filing: Aapko Rs 750 ka refund milne wala hai. turant jawab de, nahi to legal action hoga. Attached file check kare aur use khol kar aage badhe.
[Forwarded] IT_Refund_Portal.apk  14 MB . APK",spam,apk_fraud,govt_refund,hg,attached_file_no_link,Income Tax Dept e-Filing,VK-LOANAP,synthetic_v2
4143,"SBI Free Msg: Your bill is paid. Thanks, here's a little gift for you: e5nbu.xyz/claim",spam,link_fraud,fake_billing_link,en,link_only,,VM-SBIBNK,synthetic_v2
4144,"प्रिय ग्राहक,
Congratulations! You are eligible for a pre-approved offer of Rs 5000 from InstaCredit.
कृपया त्वरित कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
instacredit-loan.info
InstaCredit.apk",spam,apk_fraud,loan_job,mr,link_apk,InstaCredit,VK-UPIRWD,synthetic_v2
4145,أوبس - أنا في أمي في Somerset... قليلاً بعيداً!,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4146,ٹھیک ہے....,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4147,Ugh y آپ صرف معذرت نہیں کر سکتے ہیں، اعتراف کریں کہ آپ غلط تھے اور مجھے آپ کو واپس لے جانے کے لئے پوچھیں؟,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4148,"आदरणीय ग्राहक,
तुमचे Axis Bank केवायसी संपले आहे आणि पुन्हा पडताळणी आवश्यक आहे.
कृपया आजच कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
axis-secure-bank.tk
Axis_Secure.apk",spam,apk_fraud,bank_kyc,mr,link_apk,Axis Bank,VK-LOANAP,synthetic_v2
4149,"आदरणीय ग्राहक,
आपके वाहन पर एक यातायात नियम उल्लंघन दर्ज किया गया है। जुर्माना राशि: रु 5000। चालान संख्या: CH36550919।
कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें।
[अग्रेषित] ParivahanSewa.apk  14 MB . APK",spam,apk_fraud,rto_challan,hi,attached_file_no_link,Parivahan Sewa,VK-RTOGOV,synthetic_v2
4150,"Dear User, You have received a cashback of Rs 1000 from UPI Rewards.. Please act immediately or your connection will be disconnected. Click the link below and install the app to proceed.
upi-cashback-claim.xyz
UPI_Cashback.apk",spam,apk_fraud,upi_cashback,en,link_apk,UPI Rewards,VK-UPIRWD,synthetic_v2
4151,"Dear Sir/Madam, You have received a cashback of Rs 50000 from PhonePe Rewards. Please act within 24 hours or your connection will be disconnected. Click the link below and install the app to proceed.
phonepe-reward.info
PhonePe_Reward.apk",spam,apk_fraud,upi_cashback,en,link_apk,PhonePe Rewards,VK-INDPST,synthetic_v2
4152,"عزیز صارف،
Your DTDC Courier parcel with tracking code GB-6809-F42 could not be delivered due to incomplete address.
براہ کرم آج ہی اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔
نیچے دیے گئے لنک سے ایپ انسٹال کریں۔
dtdc-parcel-track.in
DTDC_Parcel.apk",spam,apk_fraud,courier,ur,link_apk,DTDC Courier,AD-NETFLX,synthetic_v2
4153,"आदरणीय ग्राहक,
Netflix: Your membership has expired.
कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
netflix-update-app.xyz
Netflix_Update.apk",spam,apk_fraud,ott_subscription,mr,link_apk,Netflix,+91 8800XXXX12,synthetic_v2
4154,"प्रिय उपयोगकर्ता,
आपके SBI खाते से रु 750 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें।
कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
sbi-secure-update.in
SBI_Secure.apk",spam,apk_fraud,bank_alert,hi,link_apk,SBI,AD-NETFLX,synthetic_v2
4155,"प्रिय उपयोगकर्ता,
आपका Bank of Baroda केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें।
[अग्रेषित] BOB_Update.apk  14 MB . APK",spam,apk_fraud,bank_kyc,hi,pdf_then_apk,Bank of Baroda,INFO-GOVT,synthetic_v2
4156,Congratulations! You have won a cash prize of Rs 5000. Claim now at e3fmr.info/track before it expires.,spam,link_fraud,prize_link,en,link_only,,VK-UPIRWD,synthetic_v2
4157,"ARg मेरा 3g जगह है, वैसे भी मैं केवल एक बात याद है अनुसंधान से हम उस प्रांत था और उत्कृष्ट स्थान पर देखा",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4158,"ਪਿਆਰੇ ਗਾਹਕ,
INR 500 was debited from your SBI account. If this was not done by you, secure your account now.
ਕਿਰਪਾ ਕਰਕੇ 24 ਘੰਟਿਆਂ ਦੇ ਅੰਦਰ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,bank_alert,pa,vishing_callback,SBI,INFO-GOVT,synthetic_v2
4159,"শ্রদ্ধেয় গ্রাহক,
Income Tax Dept e-Filing: You are eligible for a refund of Rs 750.
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন।
[ফরওয়ার্ড করা হয়েছে] IT_Refund_Portal.apk  14 MB . APK",spam,apk_fraud,govt_refund,bn,attached_file_no_link,Income Tax Dept e-Filing,+91 8800XXXX12,synthetic_v2
4160,"प्रिय उपयोगकर्ता,
आपके वाहन पर एक यातायात नियम उल्लंघन दर्ज किया गया है। जुर्माना राशि: रु 1500। चालान संख्या: CH23537607।
कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
इस संदेश के साथ संलग्न क्यूआर कोड स्कैन करें और तुरंत सत्यापित करें।",spam,apk_fraud,rto_challan,hi,qr_code,e-Challan Dept,VM-WHATSP,synthetic_v2
4161,"Attention Customer, Netflix: Your membership has expired. Kindly respond immediately, otherwise you will lose this offer. Please check the attached file for full details and open it to proceed.
[Forwarded] Netflix_Update.apk  14 MB . APK",spam,apk_fraud,ott_subscription,en,attached_file_no_link,Netflix,VK-UPIRWD,synthetic_v2
4162,"محترم گاہک،
INR 750 was debited from your RBL Bank account. If this was not done by you, secure your account now.
براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔
Scan the QR code attached to this message to complete verification instantly.",spam,apk_fraud,bank_alert,ur,qr_code,RBL Bank,AX-PWRBIL,synthetic_v2
4163,"आदरणीय ग्राहक,
Income Tax Department: आप रु 750 की वापसी के पात्र हैं।
कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
incometax-refund.xyz
TaxRefund_IT.apk",spam,apk_fraud,govt_refund,hi,link_apk,Income Tax Department,AD-NETFLX,synthetic_v2
4164,على الجانب الأيمن، انظر في وقت لاحق,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4165,"Dear Customer, Aapka State Electricity Board bijli bill Rs 1500 pending hai. jaldi se jaldi jawab de, nahi to legal action hoga. Niche diye link se app install kare.
bijli-bill-pay.xyz
Electricity_Pay.apk",spam,apk_fraud,electricity,hg,link_apk,State Electricity Board,VM-WHATSP,synthetic_v2
4166,(مزید معلومات کے لئے),not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4167,"प्रिय ग्राहक,
You have received a cashback of Rs 200 from PhonePe Rewards.
कृपया आजच कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
phonepe-reward.info
PhonePe_Reward.apk",spam,apk_fraud,upi_cashback,mr,link_apk,PhonePe Rewards,AD-NETFLX,synthetic_v2
4168,সবকিছু লিখতে বা...,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4169,"Income Tax Dept e-Filing: Aapko Rs 25000 ka refund milne wala hai. Kripya jaldi se jaldi action le, warna legal action hoga. Niche di gayi pdf file kholkar apni details check kare.
[Forwarded] IT_Refund_Portal.apk  14 MB . APK",spam,apk_fraud,govt_refund,hg,pdf_then_apk,Income Tax Dept e-Filing,INFO-GOVT,synthetic_v2
4170,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4171,Your OTP for a transaction of INR 1500 is 8317. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VM-WHATSP,synthetic_v2
4172,"ਇਸ ਨੂੰ ਇੱਕ ਚੰਗਾ ਹੈ, ਜੋ ਕਿ ਮੈਨੂੰ ਹੁਣ BW ਨਾਲ ਸੰਪਰਕ ਕਰਨ ਲਈ ਹੈ",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4173,"Hello Amit, your FEDEX package with tracking code GB-8421-B60 is waiting for you to set delivery preferences: bedy13.com/update",spam,link_fraud,fake_delivery_link,en,link_only,,+91 8800XXXX12,synthetic_v2
4174,OK... ਪਰ ਬਾਲਗ ਨੂੰ ਵੀ,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4175,"Namaste Customer, Aapke vehicle par traffic violation record hua hai. Fine: Rs 25000. Challan number: CH54467352. Kripya turant action le, warna connection cut ho jayega. Aapke recent request ke baare me ek zaroori update hai. Niche diya document kholkar process complete kare.
[Forwarded] ",spam,apk_fraud,rto_challan,hg,no_explicit_app_word,Parivahan / RTO Traffic Police,VM-WHATSP,synthetic_v2
4176,"असामान्य लॉगिन गतिविधि के कारण आपका Google Account खाता निलंबित किया जा सकता है।
कृपया आज ही कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें।
[अग्रेषित] Google_Secure.apk  14 MB . APK",spam,apk_fraud,security_verify,hi,attached_file_no_link,Google Account,VK-RTOGOV,synthetic_v2
4177,"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ,
Your electricity bill of Rs 5000 with Power Distribution Co is pending.
ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
Scan the QR code attached to this message to complete verification instantly.",spam,apk_fraud,electricity,pa,qr_code,Power Distribution Co,+91 7700XXXX45,synthetic_v2
4178,सिर्फ अच्छा दोहरा पारम के लिए खोज रहा हूँ.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
4179,"محترم گاہک،
آپ کی گاڑی کے خلاف ٹریفک قوانین کی خلاف ورزی درج کی گئی ہے۔ جرمانہ: 25000 روپے۔ چالان نمبر: CH34634296۔
براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔
نیچے دیے گئے لنک سے ایپ انسٹال کریں۔
rto-echallan.info/pay
RTOCHALAN.apk",spam,apk_fraud,rto_challan,ur,link_apk,RTO Traffic Police,AD-NETFLX,synthetic_v2
4180,"Hello Sunita, your FEDEX package with tracking code GB-3347-A74 is waiting for you to set delivery preferences: tinyurl.com/y8mfraud",spam,link_fraud,fake_delivery_link,en,link_only,,VK-LOANAP,synthetic_v2
4181,"Income Tax Department: You are eligible for a refund of Rs 25000.
براہ کرم آج ہی اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔
براہ کرم منسلک فائل دیکھیں اور آگے بڑھنے کے لیے اسے کھولیں۔
[فارورڈ شدہ] TaxRefund_IT.apk  14 MB . APK",spam,apk_fraud,govt_refund,ur,attached_file_no_link,Income Tax Department,AD-ICICIB,synthetic_v2
